SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points
2012,1610612738,Boston Celtics,Mid-Range,1953,824,0,1648
2006,1610612762,Utah Jazz,In The Paint (Non-RA),676,250,0,500
2006,1610612742,Dallas Mavericks,In The Paint (Non-RA),1101,477,0,954
2015,1610612761,Toronto Raptors,In The Paint (Non-RA),1169,515,0,1030
2022,1610612757,Portland Trail Blazers,Above the Break 3,2338,792,792,2376
2016,1610612742,Dallas Mavericks,Right Corner 3,205,89,89,267
2015,1610612760,Oklahoma City Thunder,Right Corner 3,225,84,84,252
2014,1610612759,San Antonio Spurs,Above the Break 3,1210,479,479,1437
2014,1610612742,Dallas Mavericks,In The Paint (Non-RA),1086,443,0,886
2019,1610612738,Boston Celtics,Left Corner 3,294,123,123,369
2018,1610612755,Philadelphia 76ers,Restricted Area,2215,1488,0,2976
2023,1610612756,Phoenix Suns,Mid-Range,1288,564,0,1128
2020,1610612748,Miami Heat,In The Paint (Non-RA),945,387,0,774
2007,1610612759,San Antonio Spurs,Backcourt,9,0,0,0
2021,1610612762,Utah Jazz,Backcourt,13,0,0,0
2022,1610612745,Houston Rockets,Backcourt,18,0,0,0
2025,1610612739,Cleveland Cavaliers,Backcourt,11,1,1,3
2022,1610612759,San Antonio Spurs,Above the Break 3,1967,684,684,2052
2010,1610612749,Milwaukee Bucks,Restricted Area,2069,1155,0,2310
2014,1610612744,Golden State Warriors,Mid-Range,1668,678,0,1356
2010,1610612760,Oklahoma City Thunder,Above the Break 3,931,320,320,960
2019,1610612752,New York Knicks,Restricted Area,2456,1423,0,2846
2014,1610612748,Miami Heat,Mid-Range,1499,625,0,1250
2021,1610612738,Boston Celtics,Mid-Range,841,341,1,683
2012,1610612759,San Antonio Spurs,Above the Break 3,946,362,362,1086
2025,1610612753,Orlando Magic,Mid-Range,828,330,0,660
2016,1610612745,Houston Rockets,Left Corner 3,354,135,135,405
2008,1610612755,Philadelphia 76ers,Restricted Area,2464,1503,1,3007
2024,1610612757,Portland Trail Blazers,Right Corner 3,331,122,122,366
2015,1610612737,Atlanta Hawks,Right Corner 3,326,138,138,414
2014,1610612757,Portland Trail Blazers,Backcourt,10,0,0,0
2017,1610612738,Boston Celtics,Backcourt,20,0,0,0
2006,1610612764,Washington Wizards,Mid-Range,2226,843,0,1686
2016,1610612759,San Antonio Spurs,Mid-Range,2196,933,0,1866
2009,1610612743,Denver Nuggets,Restricted Area,2495,1529,0,3058
2011,1610612751,New Jersey Nets,In The Paint (Non-RA),1220,508,0,1016
2025,1610612742,Dallas Mavericks,Restricted Area,1980,1368,0,2736
2011,1610612760,Oklahoma City Thunder,Above the Break 3,1119,387,387,1161
2016,1610612755,Philadelphia 76ers,Mid-Range,1214,435,0,870
2016,1610612739,Cleveland Cavaliers,Above the Break 3,1756,616,616,1848
2010,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),1130,472,0,944
2010,1610612751,New Jersey Nets,Backcourt,14,3,3,9
2014,1610612740,New Orleans Pelicans,Mid-Range,1821,749,0,1498
2015,1610612744,Golden State Warriors,Left Corner 3,250,102,102,306
2006,1610612740,New Orleans/Oklahoma City Hornets,Backcourt,8,0,0,0
2017,1610612742,Dallas Mavericks,Mid-Range,1858,746,0,1492
2025,1610612737,Atlanta Hawks,In The Paint (Non-RA),1713,781,0,1562
2005,1610612764,Washington Wizards,Backcourt,8,1,1,3
2007,1610612743,Denver Nuggets,In The Paint (Non-RA),719,288,0,576
2006,1610612741,Chicago Bulls,Right Corner 3,208,85,85,255
2010,1610612744,Golden State Warriors,Left Corner 3,226,101,101,303
2019,1610612740,New Orleans Pelicans,Left Corner 3,274,104,104,312
2004,1610612759,San Antonio Spurs,Left Corner 3,258,103,103,309
2021,1610612743,Denver Nuggets,Mid-Range,924,399,0,798
2020,1610612766,Charlotte Hornets,Right Corner 3,221,82,82,246
2004,1610612759,San Antonio Spurs,In The Paint (Non-RA),1070,387,0,774
2015,1610612745,Houston Rockets,Mid-Range,731,243,0,486
2023,1610612754,Indiana Pacers,Above the Break 3,2284,829,829,2487
2009,1610612760,Oklahoma City Thunder,Restricted Area,2361,1417,0,2834
2018,1610612755,Philadelphia 76ers,Left Corner 3,180,62,62,186
2017,1610612746,LA Clippers,Mid-Range,1744,764,0,1528
2011,1610612747,Los Angeles Lakers,Backcourt,22,1,1,3
2012,1610612751,New Jersey Nets,Above the Break 3,1057,366,366,1098
2023,1610612749,Milwaukee Bucks,Mid-Range,963,403,0,806
2019,1610612761,Toronto Raptors,In The Paint (Non-RA),1135,487,0,974
2005,1610612757,Portland Trail Blazers,Mid-Range,2036,745,3,1493
2016,1610612740,New Orleans Pelicans,Backcourt,12,1,1,3
2021,1610612739,Cleveland Cavaliers,Mid-Range,599,223,1,447
2020,1610612765,Detroit Pistons,Restricted Area,1918,1203,0,2406
2013,1610612763,Memphis Grizzlies,Left Corner 3,163,61,61,183
2023,1610612748,Miami Heat,Restricted Area,1741,1143,0,2286
2024,1610612742,Dallas Mavericks,In The Paint (Non-RA),1257,577,0,1154
2022,1610612743,Denver Nuggets,In The Paint (Non-RA),1173,553,0,1106
2023,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),1346,584,0,1168
2024,1610612766,Charlotte Hornets,Left Corner 3,357,124,124,372
2008,1610612738,Boston Celtics,Above the Break 3,1142,429,429,1287
2023,1610612759,San Antonio Spurs,Right Corner 3,272,97,97,291
2010,1610612755,Philadelphia 76ers,In The Paint (Non-RA),936,393,0,786
2017,1610612752,New York Knicks,Right Corner 3,223,96,96,288
2016,1610612749,Milwaukee Bucks,Above the Break 3,870,303,303,909
2010,1610612762,Utah Jazz,Backcourt,9,0,0,0
2009,1610612750,Minnesota Timberwolves,Right Corner 3,198,77,77,231
2011,1610612756,Phoenix Suns,Mid-Range,2000,803,0,1606
2004,1610612754,Indiana Pacers,Mid-Range,2205,856,0,1712
2014,1610612737,Atlanta Hawks,Backcourt,13,1,1,3
2013,1610612738,Boston Celtics,Above the Break 3,886,304,304,912
2021,1610612757,Portland Trail Blazers,In The Paint (Non-RA),785,290,0,580
2008,1610612750,Minnesota Timberwolves,Above the Break 3,982,350,350,1050
2004,1610612744,Golden State Warriors,Restricted Area,1990,1229,1,2459
2011,1610612757,Portland Trail Blazers,Right Corner 3,254,93,93,279
2011,1610612738,Boston Celtics,In The Paint (Non-RA),800,325,0,650
2020,1610612756,Phoenix Suns,Backcourt,8,0,0,0
2021,1610612743,Denver Nuggets,Backcourt,16,0,0,0
2019,1610612766,Charlotte Hornets,Right Corner 3,260,118,118,354
2013,1610612760,Oklahoma City Thunder,Backcourt,13,1,1,3
2004,1610612757,Portland Trail Blazers,Above the Break 3,874,302,302,906
2021,1610612760,Oklahoma City Thunder,Backcourt,16,1,1,3
2007,1610612765,Detroit Pistons,Above the Break 3,855,293,293,879
2009,1610612756,Phoenix Suns,In The Paint (Non-RA),1070,488,0,976
2012,1610612763,Memphis Grizzlies,Mid-Range,1724,659,0,1318
2005,1610612748,Miami Heat,Mid-Range,2045,839,0,1678
2022,1610612750,Minnesota Timberwolves,Restricted Area,2285,1479,0,2958
2007,1610612739,Cleveland Cavaliers,Right Corner 3,242,89,89,267
2022,1610612757,Portland Trail Blazers,In The Paint (Non-RA),1140,478,0,956
2005,1610612744,Golden State Warriors,Above the Break 3,1317,466,465,1397
2022,1610612737,Atlanta Hawks,In The Paint (Non-RA),1315,569,0,1138
2009,1610612749,Milwaukee Bucks,Right Corner 3,211,86,86,258
2019,1610612754,Indiana Pacers,Mid-Range,1510,609,1,1219
2018,1610612755,Philadelphia 76ers,Right Corner 3,211,92,92,276
2016,1610612755,Philadelphia 76ers,Left Corner 3,274,104,104,312
2010,1610612744,Golden State Warriors,Right Corner 3,216,90,90,270
2015,1610612751,Brooklyn Nets,Left Corner 3,257,104,104,312
2023,1610612749,Milwaukee Bucks,Left Corner 3,390,144,144,432
2011,1610612760,Oklahoma City Thunder,Backcourt,11,0,0,0
2019,1610612743,Denver Nuggets,Mid-Range,983,404,6,814
2011,1610612751,New Jersey Nets,Left Corner 3,209,72,72,216
2004,1610612746,Los Angeles Clippers,Left Corner 3,72,22,22,66
2017,1610612741,Chicago Bulls,Restricted Area,2212,1306,0,2612
2004,1610612747,Los Angeles Lakers,Right Corner 3,112,36,36,108
2007,1610612740,New Orleans/Oklahoma City Hornets,Restricted Area,2194,1296,0,2592
2023,1610612743,Denver Nuggets,In The Paint (Non-RA),1261,575,0,1150
2021,1610612741,Chicago Bulls,Backcourt,12,1,1,3
2020,1610612755,Philadelphia 76ers,Above the Break 3,1815,653,653,1959
2017,1610612756,Phoenix Suns,Restricted Area,2433,1477,0,2954
2007,1610612744,Golden State Warriors,Right Corner 3,305,110,110,330
2015,1610612742,Dallas Mavericks,Restricted Area,2242,1411,0,2822
2014,1610612756,Phoenix Suns,Mid-Range,1671,679,0,1358
2012,1610612752,New York Knicks,Left Corner 3,199,66,66,198
2008,1610612756,Phoenix Suns,Left Corner 3,301,116,116,348
2008,1610612739,Cleveland Cavaliers,Backcourt,10,0,0,0
2008,1610612753,Orlando Magic,In The Paint (Non-RA),824,354,0,708
2015,1610612740,New Orleans Pelicans,In The Paint (Non-RA),879,344,0,688
2019,1610612760,Oklahoma City Thunder,Mid-Range,1162,442,1,885
2025,1610612748,Miami Heat,Restricted Area,1845,1197,0,2394
2022,1610612743,Denver Nuggets,Mid-Range,841,357,0,714
2023,1610612750,Minnesota Timberwolves,Mid-Range,707,300,8,608
2021,1610612753,Orlando Magic,Mid-Range,1173,473,0,946
2020,1610612762,Utah Jazz,Backcourt,20,1,1,3
2020,1610612741,Chicago Bulls,Left Corner 3,330,128,128,384
2025,1610612756,Phoenix Suns,Mid-Range,969,474,0,948
2021,1610612754,Indiana Pacers,Backcourt,6,0,0,0
2011,1610612756,Phoenix Suns,In The Paint (Non-RA),1048,425,0,850
2006,1610612748,Miami Heat,Right Corner 3,181,71,71,213
2022,1610612739,Cleveland Cavaliers,Above the Break 3,2018,726,725,2177
2013,1610612743,Denver Nuggets,In The Paint (Non-RA),1022,364,0,728
2016,1610612762,Utah Jazz,Left Corner 3,305,127,127,381
2017,1610612757,Portland Trail Blazers,Left Corner 3,232,80,80,240
2023,1610612737,Atlanta Hawks,Backcourt,8,0,0,0
2011,1610612741,Chicago Bulls,Above the Break 3,1003,363,363,1089
2006,1610612749,Milwaukee Bucks,Mid-Range,2044,812,0,1624
2011,1610612738,Boston Celtics,Right Corner 3,138,62,62,186
2012,1610612747,Los Angeles Lakers,In The Paint (Non-RA),968,381,0,762
2025,1610612759,San Antonio Spurs,Right Corner 3,420,171,171,513
2016,1610612743,Denver Nuggets,Left Corner 3,242,87,87,261
2013,1610612755,Philadelphia 76ers,Left Corner 3,257,91,91,273
2004,1610612743,Denver Nuggets,Left Corner 3,96,26,26,78
2004,1610612762,Utah Jazz,Left Corner 3,97,33,33,99
2019,1610612753,Orlando Magic,Backcourt,23,0,0,0
2017,1610612763,Memphis Grizzlies,Mid-Range,1439,558,0,1116
2017,1610612759,San Antonio Spurs,Above the Break 3,1373,521,521,1563
2015,1610612765,Detroit Pistons,Right Corner 3,266,102,102,306
2015,1610612761,Toronto Raptors,Right Corner 3,231,92,92,276
2013,1610612749,Milwaukee Bucks,Above the Break 3,1250,446,446,1338
2011,1610612759,San Antonio Spurs,Mid-Range,1778,727,0,1454
2008,1610612741,Chicago Bulls,Above the Break 3,980,349,349,1047
2022,1610612749,Milwaukee Bucks,Right Corner 3,381,141,141,423
2010,1610612761,Toronto Raptors,Right Corner 3,121,51,51,153
2004,1610612740,New Orleans Hornets,Restricted Area,1992,1119,0,2238
2018,1610612739,Cleveland Cavaliers,Left Corner 3,357,147,147,441
2012,1610612766,Charlotte Bobcats,Backcourt,12,0,0,0
2025,1610612764,Washington Wizards,In The Paint (Non-RA),1511,585,0,1170
2006,1610612741,Chicago Bulls,Left Corner 3,231,89,89,267
2025,1610612740,New Orleans Pelicans,In The Paint (Non-RA),1570,647,0,1294
2009,1610612742,Dallas Mavericks,Backcourt,17,1,1,3
2021,1610612758,Sacramento Kings,Mid-Range,671,274,1,549
2013,1610612746,Los Angeles Clippers,Mid-Range,1733,691,0,1382
2013,1610612746,Los Angeles Clippers,Left Corner 3,306,111,111,333
2012,1610612762,Utah Jazz,Right Corner 3,79,24,24,72
2013,1610612760,Oklahoma City Thunder,Above the Break 3,1168,419,419,1257
2004,1610612764,Washington Wizards,Left Corner 3,176,68,68,204
2010,1610612760,Oklahoma City Thunder,In The Paint (Non-RA),897,391,0,782
2006,1610612761,Toronto Raptors,Above the Break 3,1021,382,382,1146
2007,1610612762,Utah Jazz,Right Corner 3,86,22,22,66
2009,1610612737,Atlanta Hawks,In The Paint (Non-RA),1033,461,0,922
2006,1610612763,Memphis Grizzlies,Backcourt,8,0,0,0
2006,1610612752,New York Knicks,Backcourt,15,0,0,0
2017,1610612742,Dallas Mavericks,In The Paint (Non-RA),897,403,0,806
2007,1610612743,Denver Nuggets,Right Corner 3,183,63,62,188
2004,1610612764,Washington Wizards,Restricted Area,2124,1255,0,2510
2016,1610612741,Chicago Bulls,In The Paint (Non-RA),1027,393,0,786
2014,1610612740,New Orleans Pelicans,Above the Break 3,971,367,367,1101
2013,1610612756,Phoenix Suns,Backcourt,12,0,0,0
2018,1610612766,Charlotte Hornets,In The Paint (Non-RA),1156,464,0,928
2022,1610612760,Oklahoma City Thunder,In The Paint (Non-RA),1670,720,0,1440
2017,1610612745,Houston Rockets,Left Corner 3,311,117,117,351
2011,1610612744,Golden State Warriors,Mid-Range,2056,819,0,1638
2007,1610612749,Milwaukee Bucks,Above the Break 3,1067,375,375,1125
2005,1610612746,Los Angeles Clippers,Left Corner 3,118,45,45,135
2017,1610612745,Houston Rockets,Restricted Area,2549,1647,0,3294
2005,1610612761,Toronto Raptors,Above the Break 3,1002,371,371,1113
2005,1610612758,Sacramento Kings,Restricted Area,1892,1150,0,2300
2005,1610612740,New Orleans Hornets,In The Paint (Non-RA),649,246,0,492
2008,1610612738,Boston Celtics,Right Corner 3,187,74,73,221
2009,1610612757,Portland Trail Blazers,Mid-Range,2083,837,0,1674
2012,1610612743,Denver Nuggets,Right Corner 3,177,69,69,207
2012,1610612742,Dallas Mavericks,Above the Break 3,1117,378,378,1134
2007,1610612748,Miami Heat,Mid-Range,1836,728,2,1458
2015,1610612745,Houston Rockets,Above the Break 3,1765,581,581,1743
2005,1610612741,Chicago Bulls,Right Corner 3,174,72,72,216
2016,1610612750,Minnesota Timberwolves,Left Corner 3,175,67,67,201
2007,1610612747,Los Angeles Lakers,Mid-Range,1853,771,1,1543
2015,1610612754,Indiana Pacers,Right Corner 3,219,83,83,249
2014,1610612738,Boston Celtics,In The Paint (Non-RA),914,326,0,652
2022,1610612758,Sacramento Kings,Restricted Area,2108,1384,0,2768
2023,1610612758,Sacramento Kings,Restricted Area,2184,1517,0,3034
2025,1610612766,Charlotte Hornets,Backcourt,22,0,0,0
2025,1610612756,Phoenix Suns,Restricted Area,1323,945,0,1890
2023,1610612739,Cleveland Cavaliers,Right Corner 3,341,127,127,381
2025,1610612742,Dallas Mavericks,In The Paint (Non-RA),1600,721,0,1442
2020,1610612756,Phoenix Suns,Restricted Area,2107,1342,0,2684
2017,1610612747,Los Angeles Lakers,Right Corner 3,233,87,87,261
2023,1610612761,Toronto Raptors,Mid-Range,1007,388,4,780
2009,1610612753,Orlando Magic,Backcourt,11,0,0,0
2017,1610612753,Orlando Magic,Right Corner 3,191,60,60,180
2016,1610612746,LA Clippers,Left Corner 3,282,114,114,342
2022,1610612747,Los Angeles Lakers,In The Paint (Non-RA),925,355,0,710
2015,1610612760,Oklahoma City Thunder,Backcourt,12,0,0,0
2017,1610612763,Memphis Grizzlies,In The Paint (Non-RA),1058,424,0,848
2007,1610612763,Memphis Grizzlies,Above the Break 3,1116,398,398,1194
2010,1610612751,New Jersey Nets,Right Corner 3,183,65,65,195
2019,1610612738,Boston Celtics,Mid-Range,1378,583,0,1166
2012,1610612750,Minnesota Timberwolves,Above the Break 3,1043,339,339,1017
2019,1610612754,Indiana Pacers,Restricted Area,2489,1552,0,3104
2012,1610612766,Charlotte Bobcats,Above the Break 3,735,214,214,642
2014,1610612755,Philadelphia 76ers,Right Corner 3,147,51,51,153
2004,1610612755,Philadelphia 76ers,Backcourt,7,0,0,0
2025,1610612755,Philadelphia 76ers,Mid-Range,715,293,0,586
2017,1610612740,New Orleans Pelicans,Restricted Area,2224,1346,0,2692
2016,1610612753,Orlando Magic,Right Corner 3,206,79,79,237
2022,1610612749,Milwaukee Bucks,Above the Break 3,2354,845,845,2535
2020,1610612754,Indiana Pacers,Left Corner 3,281,103,103,309
2011,1610612756,Phoenix Suns,Backcourt,15,0,0,0
2024,1610612760,Oklahoma City Thunder,Mid-Range,891,410,0,820
2014,1610612745,Houston Rockets,Above the Break 3,1645,573,573,1719
2004,1610612761,Toronto Raptors,Above the Break 3,694,220,220,660
2022,1610612761,Toronto Raptors,Left Corner 3,356,140,140,420
2020,1610612757,Portland Trail Blazers,In The Paint (Non-RA),982,413,0,826
2024,1610612743,Denver Nuggets,Mid-Range,1007,458,0,916
2022,1610612739,Cleveland Cavaliers,Right Corner 3,313,104,104,312
2024,1610612754,Indiana Pacers,Mid-Range,788,398,0,796
2013,1610612757,Portland Trail Blazers,Left Corner 3,258,111,111,333
2008,1610612764,Washington Wizards,In The Paint (Non-RA),927,358,0,716
2023,1610612737,Atlanta Hawks,In The Paint (Non-RA),1642,747,0,1494
2024,1610612739,Cleveland Cavaliers,Left Corner 3,392,141,141,423
2015,1610612737,Atlanta Hawks,Above the Break 3,1548,565,565,1695
2015,1610612764,Washington Wizards,Left Corner 3,208,68,68,204
2006,1610612754,Indiana Pacers,Restricted Area,1963,1155,0,2310
2020,1610612761,Toronto Raptors,Mid-Range,615,220,1,441
2017,1610612738,Boston Celtics,Above the Break 3,2098,732,732,2196
2006,1610612746,Los Angeles Clippers,Above the Break 3,633,216,216,648
2013,1610612759,San Antonio Spurs,Right Corner 3,322,130,130,390
2020,1610612746,LA Clippers,Left Corner 3,315,128,128,384
2010,1610612753,Orlando Magic,Backcourt,23,0,0,0
2023,1610612745,Houston Rockets,Above the Break 3,2137,686,686,2058
2022,1610612759,San Antonio Spurs,Right Corner 3,301,119,119,357
2012,1610612743,Denver Nuggets,Mid-Range,994,376,0,752
2014,1610612748,Miami Heat,Left Corner 3,302,122,122,366
2019,1610612753,Orlando Magic,Above the Break 3,2078,734,733,2201
2004,1610612756,Phoenix Suns,Restricted Area,2236,1302,0,2604
2023,1610612740,New Orleans Pelicans,In The Paint (Non-RA),1516,660,0,1320
2018,1610612757,Portland Trail Blazers,Above the Break 3,1880,682,682,2046
2007,1610612749,Milwaukee Bucks,Backcourt,5,0,0,0
2022,1610612743,Denver Nuggets,Restricted Area,2121,1467,0,2934
2025,1610612766,Charlotte Hornets,In The Paint (Non-RA),1543,591,0,1182
2024,1610612762,Utah Jazz,Mid-Range,548,196,0,392
2020,1610612737,Atlanta Hawks,In The Paint (Non-RA),1098,434,0,868
2017,1610612759,San Antonio Spurs,Backcourt,12,0,0,0
2009,1610612757,Portland Trail Blazers,In The Paint (Non-RA),868,364,0,728
2024,1610612752,New York Knicks,Above the Break 3,2093,742,742,2226
2009,1610612747,Los Angeles Lakers,Right Corner 3,209,76,76,228
2016,1610612765,Detroit Pistons,Above the Break 3,1543,529,529,1587
2020,1610612749,Milwaukee Bucks,Left Corner 3,306,122,122,366
2013,1610612766,Charlotte Bobcats,Above the Break 3,1090,352,352,1056
2019,1610612764,Washington Wizards,Mid-Range,1189,475,1,951
2018,1610612752,New York Knicks,Restricted Area,2210,1384,0,2768
2020,1610612749,Milwaukee Bucks,Restricted Area,2106,1422,0,2844
2009,1610612751,New Jersey Nets,Mid-Range,1972,750,1,1501
2015,1610612747,Los Angeles Lakers,Backcourt,7,0,0,0
2006,1610612745,Houston Rockets,Left Corner 3,182,69,69,207
2017,1610612748,Miami Heat,Left Corner 3,335,142,142,426
2021,1610612752,New York Knicks,Mid-Range,1025,411,2,824
2024,1610612759,San Antonio Spurs,Restricted Area,2285,1509,0,3018
2009,1610612755,Philadelphia 76ers,In The Paint (Non-RA),806,303,0,606
2020,1610612745,Houston Rockets,Mid-Range,398,161,2,324
2013,1610612754,Indiana Pacers,Above the Break 3,1162,404,404,1212
2016,1610612758,Sacramento Kings,In The Paint (Non-RA),1260,469,0,938
2005,1610612755,Philadelphia 76ers,Above the Break 3,1066,349,349,1047
2018,1610612756,Phoenix Suns,Backcourt,16,0,0,0
2019,1610612737,Atlanta Hawks,Above the Break 3,2203,748,748,2244
2008,1610612737,Atlanta Hawks,Backcourt,16,1,1,3
2007,1610612751,New Jersey Nets,Left Corner 3,244,93,93,279
2024,1610612752,New York Knicks,Left Corner 3,441,172,172,516
2013,1610612750,Minnesota Timberwolves,Above the Break 3,1121,327,327,981
